text,sentiment
amazing experience! 😭,positive
bhot irritating ho yaar bro,negative
bht gussa aa raha 😂,negative
bahut bekaar scene tha,negative
love you guys ❤️,positive
love you guys ❤️ bro,positive
superb explanation bhai! 😭,positive
ye kya bakwaas hai 😂,negative
class kab start hogi? 😭,neutral
love you guys ❤️ 🤦,positive
superb explanation bhai!,positive
faltu baatein mt kar 😂,negative
ye bilkul pasand nhi aaya 😡,negative
tu kidhar hai? yaar,neutral
mazaq mat udao bro,negative
faltu baatein mt kar bro,negative
hmm sahi bhai,neutral
mazaq mat udao bro,negative
koi reply karega?,neutral
haan theek hai yaar,neutral
tu kidhar hai? 😡,neutral
bht gussa aa raha bhai,negative
mazaq mat udao 😂,negative
hmm sahi 😂,neutral
thanks yaar! bhai,positive
acha theek bhai,neutral
acha theek 😂,neutral
fir dekhte hain 😭,neutral
tu kidhar hai?,neutral
haan theek hai 🤦,neutral
superb explanation bhai! yaar,positive
bhot irritating ho yaar,negative
fir dekhte hain yaar,neutral
tu sabse best hai yaar 😭,positive
mast bro proud of you!,positive
fir dekhte hain 🤦,neutral
haan theek hai,neutral
fir dekhte hain bhai,neutral
superb explanation bhai! 😂,positive
tu sabse best hai yaar 🤦,positive
amazing experience! bhai,positive
class kab start hogi? bhai,neutral
bhai tu hadd karta hai 😭,negative
mujhe notes bhejna bro,neutral
class kab start hogi? 🤦,neutral
bahut bekaar scene tha bro,negative
tu kidhar hai? yaar,neutral
mujhe notes bhejna bro,neutral
haan theek hai bro,neutral
tu sabse best hai yaar bhai,positive
bahut bekaar scene tha bro,negative
bhot badhiya! bhai,positive
love you guys ❤️ bro,positive
superb explanation bhai! 😡,positive
class kab start hogi? 😡,neutral
aaj mood bht accha hai 😊 bhai,positive
love you guys ❤️ bro,positive
mast bro proud of you! yaar,positive
faltu baatein mt kar 😂,negative
hmm sahi 🤦,neutral
mazaq mat udao 😭,negative
mazaq mat udao 😭,negative
hmm sahi,neutral
hmm sahi,neutral
ok done 🤦,neutral
koi reply karega? 😭,neutral
ye kya bakwaas hai bhai,negative
bhot badhiya! 🤦,positive
mujhe notes bhejna bhai,neutral
hmm sahi,neutral
tu kidhar hai? 😂,neutral
acha theek 😡,neutral
faltu baatein mt kar 😭,negative
ye bilkul pasand nhi aaya 🤦,negative
chillana band kar 🤦,negative
ok done yaar,neutral
kal milte hain bhai? 😭,neutral
bhot irritating ho yaar bhai,negative
chillana band kar 😂,negative
bhai tu hadd karta hai 😂,negative
chillana band kar yaar,negative
mazaq mat udao 😂,negative
mast bro proud of you! 😂,positive
tu sabse best hai yaar 😂,positive
amazing experience! bro,positive
mast bro proud of you! 🤦,positive
aaj mood bht accha hai 😊,positive
bahut bekaar scene tha 😭,negative
mujhe notes bhejna yaar,neutral
ye bilkul pasand nhi aaya 😡,negative
aaj mood bht accha hai 😊 bhai,positive
acha theek 😂,neutral
faltu baatein mt kar 😡,negative
ok done 🤦,neutral
love you guys ❤️ 🤦,positive
mast bro proud of you! yaar,positive
koi reply karega? 😡,neutral
bhai tu hadd karta hai bro,negative
ye bilkul pasand nhi aaya 😂,negative
bahut bekaar scene tha bhai,negative
thanks yaar! 😡,positive
acha theek yaar,neutral
bhot badhiya! 😡,positive
acha theek 🤦,neutral
superb explanation bhai! 🤦,positive
aaj mood bht accha hai 😊 🤦,positive
love you guys ❤️ 😭,positive
hmm sahi 😂,neutral
bht gussa aa raha 😭,negative
chillana band kar 😭,negative
superb explanation bhai! 🤦,positive
mast bro proud of you! yaar,positive
ye bilkul pasand nhi aaya bhai,negative
chillana band kar bro,negative
kal milte hain bhai? bhai,neutral
bhai awesome kaam kiya!,positive
thanks yaar! 🤦,positive
tu kidhar hai? 😭,neutral
bhai tu hadd karta hai 🤦,negative
thanks yaar! 😂,positive
mazaq mat udao yaar,negative
tu kidhar hai? bro,neutral
koi reply karega? 🤦,neutral
acha theek 😂,neutral
tu sabse best hai yaar 😂,positive
acha theek yaar,neutral
faltu baatein mt kar 😡,negative
kal milte hain bhai? bhai,neutral
superb explanation bhai! 🤦,positive
mujhe notes bhejna 🤦,neutral
aaj mood bht accha hai 😊 yaar,positive
bahut bekaar scene tha 🤦,negative
hmm sahi 🤦,neutral
bht gussa aa raha 😡,negative
ok done,neutral
thanks yaar! 😭,positive
ye kya bakwaas hai,negative
bht gussa aa raha yaar,negative
amazing experience! 😂,positive
bht gussa aa raha,negative
tu kidhar hai? bro,neutral
bahut bekaar scene tha 😭,negative
bhot irritating ho yaar 😂,negative
ye bilkul pasand nhi aaya 😡,negative
class kab start hogi? 😡,neutral
ye bilkul pasand nhi aaya 🤦,negative
aaj mood bht accha hai 😊 🤦,positive
kal milte hain bhai? 😭,neutral
bht gussa aa raha 😂,negative
bhot badhiya! 🤦,positive
bht gussa aa raha bro,negative
fir dekhte hain 😭,neutral
faltu baatein mt kar 😡,negative
mazaq mat udao 😂,negative
chillana band kar,negative
love you guys ❤️ 😡,positive
bhai awesome kaam kiya! 😂,positive
fir dekhte hain yaar,neutral
bhot badhiya! bro,positive
bht gussa aa raha yaar,negative
amazing experience! 😡,positive
koi reply karega? bro,neutral
koi reply karega? 🤦,neutral
class kab start hogi? 😡,neutral
tu kidhar hai? bro,neutral
bht gussa aa raha bro,negative
bahut bekaar scene tha 😡,negative
fir dekhte hain,neutral
mazaq mat udao bhai,negative
tu kidhar hai? yaar,neutral
tu kidhar hai? bhai,neutral
mujhe notes bhejna 😡,neutral
love you guys ❤️ 😡,positive
mast bro proud of you! 🤦,positive
kal milte hain bhai? yaar,neutral
superb explanation bhai! 😂,positive
love you guys ❤️ 😡,positive
acha theek,neutral
bhot badhiya! 🤦,positive
love you guys ❤️ yaar,positive
thanks yaar! 😂,positive
haan theek hai 🤦,neutral
ok done bhai,neutral
tu sabse best hai yaar 😂,positive
mujhe notes bhejna bhai,neutral
amazing experience! 😡,positive
fir dekhte hain bhai,neutral
ye bilkul pasand nhi aaya 😭,negative
class kab start hogi? 😡,neutral
acha theek 😡,neutral
faltu baatein mt kar bhai,negative
bhot irritating ho yaar 😭,negative
mujhe notes bhejna bhai,neutral
ok done 🤦,neutral
love you guys ❤️ 😡,positive
fir dekhte hain,neutral
fir dekhte hain 🤦,neutral
bht gussa aa raha 😭,negative
love you guys ❤️ bhai,positive
haan theek hai yaar,neutral
bhot irritating ho yaar bhai,negative
class kab start hogi? 😡,neutral
tu sabse best hai yaar bro,positive
koi reply karega? yaar,neutral
mazaq mat udao 😂,negative
chillana band kar 🤦,negative
love you guys ❤️ bro,positive
aaj mood bht accha hai 😊 bro,positive
ok done yaar,neutral
bht gussa aa raha 😭,negative
bhot badhiya! 😭,positive
fir dekhte hain bhai,neutral
koi reply karega? 🤦,neutral
amazing experience! 😂,positive
bhai tu hadd karta hai 😭,negative
fir dekhte hain 🤦,neutral
bhot irritating ho yaar bhai,negative
koi reply karega?,neutral
bhai awesome kaam kiya! 🤦,positive
ok done bro,neutral
aaj mood bht accha hai 😊 😂,positive
haan theek hai 😭,neutral
tu sabse best hai yaar bro,positive
fir dekhte hain bhai,neutral
mast bro proud of you! 😂,positive
koi reply karega? yaar,neutral
ye bilkul pasand nhi aaya bhai,negative
kal milte hain bhai? 😭,neutral
fir dekhte hain 🤦,neutral
superb explanation bhai! yaar,positive
acha theek yaar,neutral
tu kidhar hai? 🤦,neutral
fir dekhte hain 😭,neutral
haan theek hai bro,neutral
amazing experience! 🤦,positive
bhot irritating ho yaar bro,negative
fir dekhte hain 😂,neutral
bhot badhiya!,positive
koi reply karega? bhai,neutral
amazing experience! 😭,positive
bhot badhiya! 😡,positive
mast bro proud of you! yaar,positive
fir dekhte hain 😂,neutral
chillana band kar bro,negative
amazing experience!,positive
tu sabse best hai yaar 😡,positive
haan theek hai yaar,neutral
ye bilkul pasand nhi aaya 😭,negative
class kab start hogi? bhai,neutral
koi reply karega?,neutral
chillana band kar 😭,negative
superb explanation bhai!,positive
bht gussa aa raha bhai,negative
bht gussa aa raha bhai,negative
kal milte hain bhai? yaar,neutral
mazaq mat udao yaar,negative
ye bilkul pasand nhi aaya bhai,negative
bhai awesome kaam kiya! bhai,positive
acha theek bro,neutral
class kab start hogi? bro,neutral
class kab start hogi? yaar,neutral
mast bro proud of you! 😡,positive
class kab start hogi? yaar,neutral
bhai tu hadd karta hai 😂,negative
bhot badhiya! bhai,positive
kal milte hain bhai? bhai,neutral
ye bilkul pasand nhi aaya,negative
superb explanation bhai! 😭,positive
tu kidhar hai? bhai,neutral
thanks yaar! 🤦,positive
chillana band kar 😭,negative
bht gussa aa raha 😂,negative
bhai tu hadd karta hai bhai,negative
mazaq mat udao 🤦,negative
chillana band kar 😡,negative
mast bro proud of you! 😂,positive
aaj mood bht accha hai 😊 😂,positive
bhai awesome kaam kiya! 😂,positive
mujhe notes bhejna,neutral
haan theek hai bhai,neutral
bhai tu hadd karta hai 😂,negative
koi reply karega? bro,neutral
ye bilkul pasand nhi aaya,negative
superb explanation bhai!,positive
bht gussa aa raha 😂,negative
tu kidhar hai? bhai,neutral
hmm sahi 😡,neutral
love you guys ❤️ 😡,positive
mazaq mat udao bhai,negative
acha theek 🤦,neutral
superb explanation bhai! 🤦,positive
class kab start hogi? bro,neutral
tu sabse best hai yaar yaar,positive
love you guys ❤️ bhai,positive
mast bro proud of you! 😂,positive
mujhe notes bhejna 😂,neutral
hmm sahi 😂,neutral
love you guys ❤️ yaar,positive
bhai tu hadd karta hai 😡,negative
ye kya bakwaas hai bro,negative
love you guys ❤️ 🤦,positive
faltu baatein mt kar 🤦,negative
fir dekhte hain 😡,neutral
mazaq mat udao 😡,negative
kal milte hain bhai? 😂,neutral
superb explanation bhai! 😭,positive
mast bro proud of you! bhai,positive
acha theek bro,neutral
amazing experience! 😂,positive
bhai tu hadd karta hai,negative
faltu baatein mt kar,negative
love you guys ❤️ 😂,positive
aaj mood bht accha hai 😊 bhai,positive
superb explanation bhai! yaar,positive
bhai tu hadd karta hai 😭,negative
ok done 😡,neutral
chillana band kar bhai,negative
hmm sahi yaar,neutral
love you guys ❤️ 😡,positive
bhai tu hadd karta hai 😡,negative
acha theek 😂,neutral
acha theek 😭,neutral
tu sabse best hai yaar yaar,positive
mast bro proud of you!,positive
haan theek hai yaar,neutral
ye kya bakwaas hai,negative
ok done bro,neutral
chillana band kar 🤦,negative
ye bilkul pasand nhi aaya bhai,negative
mast bro proud of you! 🤦,positive
superb explanation bhai! 😡,positive
bhot irritating ho yaar bro,negative
thanks yaar! bro,positive
tu kidhar hai? bhai,neutral
fir dekhte hain 😡,neutral
amazing experience! bhai,positive
bhot irritating ho yaar 🤦,negative
mazaq mat udao,negative
acha theek 😡,neutral
hmm sahi 😡,neutral
mujhe notes bhejna bro,neutral
ye kya bakwaas hai bro,negative
bhai tu hadd karta hai,negative
tu sabse best hai yaar 😭,positive
aaj mood bht accha hai 😊 yaar,positive
ye bilkul pasand nhi aaya 😡,negative
chillana band kar bro,negative
bhot badhiya! bro,positive
bht gussa aa raha 😡,negative
tu sabse best hai yaar 😂,positive
hmm sahi bhai,neutral
amazing experience! bhai,positive
love you guys ❤️ 😭,positive
bhot irritating ho yaar 😡,negative
kal milte hain bhai? 😡,neutral
mast bro proud of you!,positive
amazing experience! bro,positive
ye bilkul pasand nhi aaya 😭,negative
superb explanation bhai! yaar,positive
faltu baatein mt kar bhai,negative
bahut bekaar scene tha 🤦,negative
bhai awesome kaam kiya!,positive
mast bro proud of you! yaar,positive
ye kya bakwaas hai 😭,negative
mast bro proud of you! 😡,positive
class kab start hogi? 🤦,neutral
mazaq mat udao 😂,negative
kal milte hain bhai? 🤦,neutral
hmm sahi 😡,neutral
ok done 🤦,neutral
hmm sahi 😂,neutral
bht gussa aa raha 😡,negative
love you guys ❤️ 😡,positive
bht gussa aa raha yaar,negative
tu kidhar hai? bhai,neutral
bhot irritating ho yaar bhai,negative
bhot irritating ho yaar 🤦,negative
superb explanation bhai! bhai,positive
bhot irritating ho yaar bhai,negative
faltu baatein mt kar 🤦,negative
acha theek 🤦,neutral
love you guys ❤️,positive
haan theek hai 🤦,neutral
bahut bekaar scene tha 😂,negative
acha theek bhai,neutral
mujhe notes bhejna,neutral
ye bilkul pasand nhi aaya yaar,negative
aaj mood bht accha hai 😊 bro,positive
fir dekhte hain 😡,neutral
hmm sahi bro,neutral
haan theek hai,neutral
ye kya bakwaas hai 🤦,negative
bhot irritating ho yaar 😡,negative
kal milte hain bhai? bro,neutral
chillana band kar 😂,negative
bhot badhiya!,positive
superb explanation bhai! bro,positive
faltu baatein mt kar bhai,negative
tu sabse best hai yaar,positive
thanks yaar! 😭,positive
love you guys ❤️ 🤦,positive
ye kya bakwaas hai 😂,negative
fir dekhte hain bro,neutral
love you guys ❤️ bhai,positive
mazaq mat udao yaar,negative
tu sabse best hai yaar bhai,positive
amazing experience! 🤦,positive
ye kya bakwaas hai 😡,negative
tu kidhar hai? 🤦,neutral
fir dekhte hain 😭,neutral
faltu baatein mt kar yaar,negative
bhai awesome kaam kiya! 😡,positive
aaj mood bht accha hai 😊,positive
bhot badhiya! bro,positive
tu sabse best hai yaar bhai,positive
class kab start hogi? bhai,neutral
class kab start hogi? bhai,neutral
fir dekhte hain bhai,neutral
mujhe notes bhejna yaar,neutral
bhot irritating ho yaar bro,negative
bhai tu hadd karta hai bhai,negative
bhai tu hadd karta hai bhai,negative
chillana band kar,negative
superb explanation bhai! 😡,positive
hmm sahi 🤦,neutral
haan theek hai bro,neutral
kal milte hain bhai? bro,neutral
bhot badhiya! 😡,positive
faltu baatein mt kar 😡,negative
bhot badhiya! bhai,positive
ok done bhai,neutral
fir dekhte hain,neutral
koi reply karega? 😂,neutral
hmm sahi yaar,neutral
aaj mood bht accha hai 😊 😂,positive
acha theek bhai,neutral
superb explanation bhai! 😂,positive
kal milte hain bhai? bro,neutral
koi reply karega?,neutral
love you guys ❤️ bhai,positive
ye bilkul pasand nhi aaya 🤦,negative
thanks yaar! 😂,positive
kal milte hain bhai? 😭,neutral
tu kidhar hai?,neutral
mujhe notes bhejna bhai,neutral
bhai tu hadd karta hai 😭,negative
mazaq mat udao 😭,negative
thanks yaar! 😂,positive
aaj mood bht accha hai 😊 😭,positive
ye kya bakwaas hai 😡,negative
tu kidhar hai?,neutral
hmm sahi 🤦,neutral
class kab start hogi? 😭,neutral
bhot badhiya! bro,positive
bahut bekaar scene tha 😭,negative
tu sabse best hai yaar 🤦,positive
aaj mood bht accha hai 😊 yaar,positive
faltu baatein mt kar,negative
hmm sahi,neutral
kal milte hain bhai? 🤦,neutral
class kab start hogi?,neutral
bhai awesome kaam kiya!,positive
love you guys ❤️ 🤦,positive
bhai awesome kaam kiya! bro,positive
mazaq mat udao 🤦,negative
bahut bekaar scene tha yaar,negative
mujhe notes bhejna 🤦,neutral
tu kidhar hai?,neutral
ye kya bakwaas hai,negative
love you guys ❤️,positive
kal milte hain bhai? yaar,neutral
fir dekhte hain 😂,neutral
mazaq mat udao 🤦,negative
mazaq mat udao yaar,negative
mujhe notes bhejna yaar,neutral
mast bro proud of you! bro,positive
acha theek yaar,neutral
haan theek hai 🤦,neutral
koi reply karega? 😡,neutral
aaj mood bht accha hai 😊 yaar,positive
bhai tu hadd karta hai 😭,negative
love you guys ❤️ 😭,positive
hmm sahi 😡,neutral
mujhe notes bhejna yaar,neutral
haan theek hai bro,neutral
love you guys ❤️ 😡,positive
bht gussa aa raha 🤦,negative
love you guys ❤️ yaar,positive
fir dekhte hain,neutral
kal milte hain bhai? 🤦,neutral
bhai awesome kaam kiya! yaar,positive
tu kidhar hai? yaar,neutral
bahut bekaar scene tha yaar,negative
class kab start hogi? 😂,neutral
ye bilkul pasand nhi aaya 😭,negative
tu sabse best hai yaar 😭,positive
mast bro proud of you!,positive
ye bilkul pasand nhi aaya,negative
superb explanation bhai! 😡,positive
bhai tu hadd karta hai bhai,negative
chillana band kar 😡,negative
bhai awesome kaam kiya! 🤦,positive
bahut bekaar scene tha 🤦,negative
mujhe notes bhejna 😂,neutral
amazing experience! yaar,positive
acha theek,neutral
love you guys ❤️ 🤦,positive
bahut bekaar scene tha bro,negative
bhot badhiya! bro,positive
koi reply karega? 🤦,neutral
acha theek 😡,neutral
ye kya bakwaas hai 😡,negative
aaj mood bht accha hai 😊 bro,positive
tu kidhar hai? 🤦,neutral
bht gussa aa raha bro,negative
amazing experience!,positive
amazing experience! bhai,positive
ye bilkul pasand nhi aaya bhai,negative
mast bro proud of you! 😡,positive
bhai tu hadd karta hai 🤦,negative
mujhe notes bhejna,neutral
koi reply karega?,neutral
bahut bekaar scene tha 😭,negative
ok done 😂,neutral
hmm sahi 🤦,neutral
mujhe notes bhejna 😭,neutral
class kab start hogi? 😡,neutral
ye kya bakwaas hai yaar,negative
thanks yaar! 🤦,positive
koi reply karega? bhai,neutral
chillana band kar 😡,negative
ye bilkul pasand nhi aaya 😂,negative
faltu baatein mt kar,negative
tu kidhar hai? 😂,neutral
fir dekhte hain 🤦,neutral
ok done 😭,neutral
koi reply karega? yaar,neutral
faltu baatein mt kar 😭,negative
hmm sahi yaar,neutral
fir dekhte hain 😂,neutral
aaj mood bht accha hai 😊 bro,positive
ok done bro,neutral
ye kya bakwaas hai bro,negative
ok done,neutral
bhot irritating ho yaar 😭,negative
bhai awesome kaam kiya! 🤦,positive
hmm sahi bro,neutral
bahut bekaar scene tha 🤦,negative
bhai tu hadd karta hai 😭,negative
class kab start hogi? 🤦,neutral
hmm sahi bro,neutral
kal milte hain bhai?,neutral
ok done bhai,neutral
ok done 😡,neutral
aaj mood bht accha hai 😊 😡,positive
ye bilkul pasand nhi aaya 😂,negative
ye bilkul pasand nhi aaya 🤦,negative
haan theek hai 😭,neutral
bhai tu hadd karta hai,negative
tu kidhar hai? 😭,neutral
aaj mood bht accha hai 😊 yaar,positive
fir dekhte hain 😡,neutral
koi reply karega? 🤦,neutral
fir dekhte hain bhai,neutral
bht gussa aa raha 🤦,negative
aaj mood bht accha hai 😊 bro,positive
haan theek hai 😭,neutral
love you guys ❤️ yaar,positive
thanks yaar! 😭,positive
tu sabse best hai yaar bhai,positive
mast bro proud of you! yaar,positive
aaj mood bht accha hai 😊 🤦,positive
thanks yaar! bhai,positive
ok done 😡,neutral
mazaq mat udao yaar,negative
faltu baatein mt kar 😭,negative
haan theek hai bhai,neutral
haan theek hai 😡,neutral
chillana band kar bhai,negative
superb explanation bhai! bhai,positive
aaj mood bht accha hai 😊 bro,positive
ye bilkul pasand nhi aaya 🤦,negative
thanks yaar! 😭,positive
haan theek hai 😭,neutral
haan theek hai 😭,neutral
fir dekhte hain 🤦,neutral
superb explanation bhai! 😂,positive
bht gussa aa raha bro,negative
love you guys ❤️ 😂,positive
superb explanation bhai! bhai,positive
mazaq mat udao 😭,negative
koi reply karega? 😭,neutral
bhai awesome kaam kiya! 🤦,positive
tu sabse best hai yaar bhai,positive
mujhe notes bhejna,neutral
haan theek hai bro,neutral
ok done bhai,neutral
class kab start hogi? yaar,neutral
bhot irritating ho yaar 🤦,negative
aaj mood bht accha hai 😊,positive
bhai tu hadd karta hai 😂,negative
bhai tu hadd karta hai bhai,negative
amazing experience! bro,positive
acha theek 😂,neutral
superb explanation bhai!,positive
bhai tu hadd karta hai 🤦,negative
bht gussa aa raha 😂,negative
faltu baatein mt kar bhai,negative
love you guys ❤️,positive
koi reply karega? 🤦,neutral
bhot irritating ho yaar 🤦,negative
class kab start hogi? yaar,neutral
hmm sahi yaar,neutral
koi reply karega? yaar,neutral
bht gussa aa raha 🤦,negative
kal milte hain bhai? yaar,neutral
tu kidhar hai? bro,neutral
fir dekhte hain,neutral
chillana band kar,negative
class kab start hogi?,neutral
bht gussa aa raha bro,negative
aaj mood bht accha hai 😊 😭,positive
aaj mood bht accha hai 😊 bro,positive
fir dekhte hain bhai,neutral
bahut bekaar scene tha 😂,negative
tu kidhar hai? 🤦,neutral
mazaq mat udao 🤦,negative
class kab start hogi? 😡,neutral
superb explanation bhai! bro,positive
ye kya bakwaas hai 🤦,negative
ok done yaar,neutral
thanks yaar! 😂,positive
koi reply karega? bhai,neutral
koi reply karega?,neutral
koi reply karega? yaar,neutral
bhot badhiya! 😡,positive
tu sabse best hai yaar,positive
hmm sahi bro,neutral
amazing experience! bro,positive
tu kidhar hai? 😂,neutral
mast bro proud of you!,positive
thanks yaar! 😂,positive
chillana band kar 😭,negative
love you guys ❤️ bhai,positive
bht gussa aa raha yaar,negative
bht gussa aa raha,negative
bahut bekaar scene tha bro,negative
thanks yaar! 🤦,positive
chillana band kar,negative
bahut bekaar scene tha 😂,negative
mujhe notes bhejna 😡,neutral
ye kya bakwaas hai bro,negative
fir dekhte hain 😂,neutral
bhot irritating ho yaar,negative
faltu baatein mt kar 😂,negative
class kab start hogi? bro,neutral
bhai awesome kaam kiya!,positive
mujhe notes bhejna bhai,neutral
bahut bekaar scene tha yaar,negative
love you guys ❤️ 😡,positive
mazaq mat udao 😡,negative
mast bro proud of you! 😂,positive
mast bro proud of you! bhai,positive
bhai awesome kaam kiya! 😭,positive
mast bro proud of you! 😭,positive
mazaq mat udao 😂,negative
bhai tu hadd karta hai 😭,negative
mazaq mat udao 😭,negative
faltu baatein mt kar 😂,negative
hmm sahi,neutral
bhot badhiya! bhai,positive
tu sabse best hai yaar 😡,positive
bahut bekaar scene tha bro,negative
ok done 😡,neutral
koi reply karega? bro,neutral
bhot irritating ho yaar,negative
koi reply karega? 😂,neutral
bhot badhiya! 🤦,positive
mast bro proud of you! yaar,positive
acha theek 😭,neutral
class kab start hogi? bro,neutral
mast bro proud of you! yaar,positive
bhai tu hadd karta hai 🤦,negative
ye kya bakwaas hai bhai,negative
tu sabse best hai yaar bro,positive
mujhe notes bhejna,neutral
bahut bekaar scene tha,negative
superb explanation bhai!,positive
tu kidhar hai? 😡,neutral
kal milte hain bhai? bro,neutral
ye kya bakwaas hai bro,negative
bhot irritating ho yaar 🤦,negative
mujhe notes bhejna yaar,neutral
mazaq mat udao bro,negative
amazing experience! yaar,positive
bht gussa aa raha 🤦,negative
bhot irritating ho yaar 😡,negative
ye kya bakwaas hai 😭,negative
amazing experience!,positive
fir dekhte hain bhai,neutral
superb explanation bhai!,positive
bhot badhiya!,positive
hmm sahi 😡,neutral
ok done 🤦,neutral
bht gussa aa raha bro,negative
bhai awesome kaam kiya! 😭,positive
tu sabse best hai yaar 😭,positive
bhot irritating ho yaar 😭,negative
chillana band kar 😂,negative
bhai tu hadd karta hai yaar,negative
mazaq mat udao 😡,negative
koi reply karega?,neutral
hmm sahi bro,neutral
koi reply karega? bro,neutral
haan theek hai yaar,neutral
bhot badhiya! 🤦,positive
ye kya bakwaas hai yaar,negative
bht gussa aa raha,negative
faltu baatein mt kar bhai,negative
fir dekhte hain bro,neutral
tu sabse best hai yaar,positive
koi reply karega? yaar,neutral
bahut bekaar scene tha bhai,negative
bhai awesome kaam kiya! yaar,positive
love you guys ❤️ yaar,positive
haan theek hai,neutral
ye kya bakwaas hai,negative
bht gussa aa raha,negative
tu kidhar hai?,neutral
bhai tu hadd karta hai 😭,negative
ye kya bakwaas hai 🤦,negative
tu sabse best hai yaar 😡,positive
mujhe notes bhejna 🤦,neutral
bhot irritating ho yaar 🤦,negative
mujhe notes bhejna 🤦,neutral
class kab start hogi?,neutral
bhot badhiya!,positive
mujhe notes bhejna 😡,neutral
kal milte hain bhai? bhai,neutral
class kab start hogi? bro,neutral
faltu baatein mt kar,negative
mazaq mat udao bhai,negative
tu kidhar hai? 😡,neutral
ok done 😂,neutral
love you guys ❤️ 🤦,positive
mazaq mat udao bhai,negative
superb explanation bhai! 😭,positive
ye kya bakwaas hai 😭,negative
ok done,neutral
class kab start hogi? 🤦,neutral
thanks yaar! yaar,positive
ye kya bakwaas hai yaar,negative
bht gussa aa raha bro,negative
bhot badhiya! 😂,positive
koi reply karega? bhai,neutral
thanks yaar! bro,positive
aaj mood bht accha hai 😊 😡,positive
ye bilkul pasand nhi aaya bro,negative
bhot irritating ho yaar,negative
hmm sahi 😭,neutral
mujhe notes bhejna 😡,neutral
amazing experience! 😂,positive
bhot irritating ho yaar bhai,negative
kal milte hain bhai? 😂,neutral
bhai awesome kaam kiya! bhai,positive
bahut bekaar scene tha 😡,negative
ok done bhai,neutral
koi reply karega? yaar,neutral
fir dekhte hain 🤦,neutral
haan theek hai yaar,neutral
fir dekhte hain bro,neutral
acha theek bhai,neutral
haan theek hai bhai,neutral
bht gussa aa raha 😂,negative
bhai awesome kaam kiya! 😂,positive
mast bro proud of you! yaar,positive
amazing experience! 🤦,positive
ye kya bakwaas hai 🤦,negative
tu sabse best hai yaar yaar,positive
ye bilkul pasand nhi aaya yaar,negative
love you guys ❤️,positive
kal milte hain bhai? bhai,neutral
haan theek hai 🤦,neutral
amazing experience! 😂,positive
hmm sahi,neutral
bhot irritating ho yaar 😡,negative
kal milte hain bhai? yaar,neutral
bhot irritating ho yaar bhai,negative
bhot irritating ho yaar yaar,negative
mujhe notes bhejna 😡,neutral
bahut bekaar scene tha bhai,negative
hmm sahi,neutral
tu kidhar hai? yaar,neutral
bhai awesome kaam kiya! bhai,positive
bhot irritating ho yaar 😂,negative
bhot badhiya! 😭,positive
tu sabse best hai yaar 🤦,positive
superb explanation bhai! yaar,positive
thanks yaar! 🤦,positive
bhai awesome kaam kiya! 😡,positive
love you guys ❤️ 😂,positive
ye kya bakwaas hai yaar,negative
bahut bekaar scene tha 😂,negative
bahut bekaar scene tha bro,negative
ye bilkul pasand nhi aaya bhai,negative
bhai tu hadd karta hai 😡,negative
ok done,neutral
fir dekhte hain 😡,neutral
amazing experience! 😂,positive
bahut bekaar scene tha 😡,negative
bhai tu hadd karta hai,negative
ye bilkul pasand nhi aaya 😡,negative
amazing experience! 🤦,positive
love you guys ❤️,positive
class kab start hogi? 😂,neutral
tu sabse best hai yaar yaar,positive
tu sabse best hai yaar bro,positive
ok done 🤦,neutral
ye bilkul pasand nhi aaya,negative
ok done 😂,neutral
superb explanation bhai! yaar,positive
class kab start hogi? 😡,neutral
hmm sahi bhai,neutral
amazing experience! 🤦,positive
faltu baatein mt kar bro,negative
bhai awesome kaam kiya!,positive
ok done 😡,neutral
acha theek bhai,neutral
tu kidhar hai? bro,neutral
bhai awesome kaam kiya! 😭,positive
mazaq mat udao 😡,negative
class kab start hogi? yaar,neutral
ok done,neutral
mast bro proud of you! yaar,positive
ye bilkul pasand nhi aaya yaar,negative
hmm sahi bhai,neutral
koi reply karega? yaar,neutral
mast bro proud of you! yaar,positive
ye bilkul pasand nhi aaya bro,negative
class kab start hogi? 😡,neutral
bhai tu hadd karta hai 🤦,negative
mujhe notes bhejna,neutral
tu sabse best hai yaar bro,positive
tu kidhar hai? bhai,neutral
ok done yaar,neutral
mujhe notes bhejna 😭,neutral
love you guys ❤️ 🤦,positive
tu kidhar hai? bro,neutral
ye kya bakwaas hai yaar,negative
tu sabse best hai yaar 😂,positive
superb explanation bhai! 🤦,positive
bhai tu hadd karta hai 🤦,negative
chillana band kar yaar,negative
koi reply karega? 😂,neutral
hmm sahi yaar,neutral
koi reply karega? 😂,neutral
bhot badhiya!,positive
bhot badhiya! 🤦,positive
hmm sahi 😡,neutral
love you guys ❤️,positive
mujhe notes bhejna yaar,neutral
mujhe notes bhejna bhai,neutral
ok done bro,neutral
bahut bekaar scene tha,negative
mazaq mat udao,negative
mast bro proud of you! yaar,positive
tu kidhar hai? yaar,neutral
superb explanation bhai!,positive
chillana band kar bhai,negative
mujhe notes bhejna bhai,neutral
aaj mood bht accha hai 😊 😡,positive
class kab start hogi? bro,neutral
fir dekhte hain 😭,neutral
fir dekhte hain yaar,neutral
kal milte hain bhai? 😭,neutral
koi reply karega?,neutral
chillana band kar yaar,negative
hmm sahi bro,neutral
hmm sahi 🤦,neutral
